month,provider_id,product_line,reason_code,units
2024-09,PRV-005,Everyday,NOT_AS_PICTURED,10
2024-09,PRV-005,Everyday,QUALITY_ISSUE,6
2024-09,PRV-005,Everyday,SIZE_TOO_LARGE,22
2024-09,PRV-005,Everyday,SIZE_TOO_SMALL,25
2024-09,PRV-005,Organic Core,CHANGED_MIND,88
2024-09,PRV-005,Organic Core,DAMAGED_IN_TRANSIT,5
2024-09,PRV-005,Organic Core,NOT_AS_PICTURED,11
2024-09,PRV-005,Organic Core,QUALITY_ISSUE,8
2024-09,PRV-005,Organic Core,SIZE_TOO_LARGE,24
2024-09,PRV-005,Organic Core,SIZE_TOO_SMALL,28
2024-09,PRV-005,Reworn,CHANGED_MIND,103
2024-09,PRV-005,Reworn,DAMAGED_IN_TRANSIT,4
2024-09,PRV-005,Reworn,NOT_AS_PICTURED,13
2024-09,PRV-005,Reworn,QUALITY_ISSUE,9
2024-09,PRV-005,Reworn,SIZE_TOO_LARGE,30
2024-09,PRV-005,Reworn,SIZE_TOO_SMALL,32
2024-09,PRV-006,Alpino,CHANGED_MIND,29
2024-09,PRV-006,Alpino,DAMAGED_IN_TRANSIT,1
2024-09,PRV-006,Alpino,LATE_DELIVERY,4
2024-09,PRV-006,Alpino,NOT_AS_PICTURED,6
2024-09,PRV-006,Alpino,QUALITY_ISSUE,4
2024-09,PRV-006,Alpino,SIZE_TOO_LARGE,10
2024-09,PRV-006,Alpino,SIZE_TOO_SMALL,12
2024-09,PRV-006,Corso,CHANGED_MIND,37
2024-09,PRV-006,Corso,DAMAGED_IN_TRANSIT,2
2024-09,PRV-006,Corso,LATE_DELIVERY,3
2024-09,PRV-006,Corso,NOT_AS_PICTURED,6
2024-09,PRV-006,Corso,QUALITY_ISSUE,6
2024-09,PRV-006,Corso,SIZE_TOO_LARGE,12
2024-09,PRV-006,Corso,SIZE_TOO_SMALL,14
2024-09,PRV-006,Filo,CHANGED_MIND,35
2024-09,PRV-006,Filo,DAMAGED_IN_TRANSIT,1
2024-09,PRV-006,Filo,LATE_DELIVERY,3
2024-09,PRV-006,Filo,NOT_AS_PICTURED,7
2024-09,PRV-006,Filo,QUALITY_ISSUE,5
2024-09,PRV-006,Filo,SIZE_TOO_LARGE,12
2024-09,PRV-006,Filo,SIZE_TOO_SMALL,15
2024-09,PRV-007,Feldjacke,CHANGED_MIND,46
2024-09,PRV-007,Feldjacke,DAMAGED_IN_TRANSIT,1
2024-09,PRV-007,Feldjacke,LATE_DELIVERY,3
2024-09,PRV-007,Feldjacke,NOT_AS_PICTURED,18
2024-09,PRV-007,Feldjacke,QUALITY_ISSUE,8
2024-09,PRV-007,Feldjacke,SIZE_TOO_LARGE,24
2024-09,PRV-007,Feldjacke,SIZE_TOO_SMALL,15
2024-09,PRV-007,Kontor,CHANGED_MIND,31
2024-09,PRV-007,Kontor,LATE_DELIVERY,4
2024-09,PRV-007,Kontor,NOT_AS_PICTURED,11
2024-09,PRV-007,Kontor,QUALITY_ISSUE,5
2024-09,PRV-007,Kontor,SIZE_TOO_LARGE,16
2024-09,PRV-007,Kontor,SIZE_TOO_SMALL,10
2024-09,PRV-007,Loden,CHANGED_MIND,63
2024-09,PRV-007,Loden,DAMAGED_IN_TRANSIT,3
2024-09,PRV-007,Loden,LATE_DELIVERY,6
2024-09,PRV-007,Loden,NOT_AS_PICTURED,23
2024-09,PRV-007,Loden,QUALITY_ISSUE,10
2024-09,PRV-007,Loden,SIZE_TOO_LARGE,33
2024-09,PRV-007,Loden,SIZE_TOO_SMALL,20
2024-09,PRV-008,Flux,CHANGED_MIND,68
2024-09,PRV-008,Flux,DAMAGED_IN_TRANSIT,1
2024-09,PRV-008,Flux,LATE_DELIVERY,13
2024-09,PRV-008,Flux,NOT_AS_PICTURED,11
2024-09,PRV-008,Flux,QUALITY_ISSUE,9
2024-09,PRV-008,Flux,SIZE_TOO_LARGE,18
2024-09,PRV-008,Flux,SIZE_TOO_SMALL,39
2024-09,PRV-008,Halo,CHANGED_MIND,88
2024-09,PRV-008,Halo,DAMAGED_IN_TRANSIT,3
2024-09,PRV-008,Halo,LATE_DELIVERY,12
2024-09,PRV-008,Halo,NOT_AS_PICTURED,14
2024-09,PRV-008,Halo,QUALITY_ISSUE,12
2024-09,PRV-008,Halo,SIZE_TOO_LARGE,23
2024-09,PRV-008,Halo,SIZE_TOO_SMALL,53
2024-09,PRV-008,Kinetic,CHANGED_MIND,75
2024-09,PRV-008,Kinetic,DAMAGED_IN_TRANSIT,3
2024-09,PRV-008,Kinetic,LATE_DELIVERY,8
2024-09,PRV-008,Kinetic,NOT_AS_PICTURED,12
2024-09,PRV-008,Kinetic,QUALITY_ISSUE,11
2024-09,PRV-008,Kinetic,SIZE_TOO_LARGE,20
2024-09,PRV-008,Kinetic,SIZE_TOO_SMALL,45
2024-09,PRV-009,Costa,CHANGED_MIND,53
2024-09,PRV-009,Costa,DAMAGED_IN_TRANSIT,2
2024-09,PRV-009,Costa,NOT_AS_PICTURED,10
2024-09,PRV-009,Costa,QUALITY_ISSUE,7
2024-09,PRV-009,Costa,SIZE_TOO_LARGE,13
2024-09,PRV-009,Costa,SIZE_TOO_SMALL,44
2024-09,PRV-009,Halden,CHANGED_MIND,62
2024-09,PRV-009,Halden,DAMAGED_IN_TRANSIT,5
2024-09,PRV-009,Halden,NOT_AS_PICTURED,11
2024-09,PRV-009,Halden,QUALITY_ISSUE,7
2024-09,PRV-009,Halden,SIZE_TOO_LARGE,14
2024-09,PRV-009,Halden,SIZE_TOO_SMALL,83
2024-09,PRV-009,Porto,CHANGED_MIND,90
2024-09,PRV-009,Porto,DAMAGED_IN_TRANSIT,3
2024-09,PRV-009,Porto,NOT_AS_PICTURED,15
2024-09,PRV-009,Porto,QUALITY_ISSUE,12
2024-09,PRV-009,Porto,SIZE_TOO_LARGE,21
2024-09,PRV-009,Porto,SIZE_TOO_SMALL,72
2024-09,PRV-010,Costa Brava,CHANGED_MIND,33
2024-09,PRV-010,Costa Brava,DAMAGED_IN_TRANSIT,6
2024-09,PRV-010,Costa Brava,NOT_AS_PICTURED,12
2024-09,PRV-010,Costa Brava,QUALITY_ISSUE,5
2024-09,PRV-010,Costa Brava,SIZE_TOO_LARGE,2
2024-09,PRV-010,Costa Brava,SIZE_TOO_SMALL,2
2024-09,PRV-010,Marisol,CHANGED_MIND,30
2024-09,PRV-010,Marisol,DAMAGED_IN_TRANSIT,6
2024-09,PRV-010,Marisol,NOT_AS_PICTURED,13
2024-09,PRV-010,Marisol,QUALITY_ISSUE,5
2024-09,PRV-010,Marisol,SIZE_TOO_LARGE,1
2024-09,PRV-010,Marisol,SIZE_TOO_SMALL,1
2024-09,PRV-010,Piedra,CHANGED_MIND,30
2024-09,PRV-010,Piedra,DAMAGED_IN_TRANSIT,4
2024-09,PRV-010,Piedra,NOT_AS_PICTURED,12
2024-09,PRV-010,Piedra,QUALITY_ISSUE,5
2024-09,PRV-010,Piedra,SIZE_TOO_LARGE,1
2024-09,PRV-010,Piedra,SIZE_TOO_SMALL,2
2024-09,PRV-012,Bastide,CHANGED_MIND,24
2024-09,PRV-012,Bastide,DAMAGED_IN_TRANSIT,2
2024-09,PRV-012,Bastide,NOT_AS_PICTURED,10
2024-09,PRV-012,Bastide,QUALITY_ISSUE,2
2024-09,PRV-012,Bastide,SIZE_TOO_LARGE,9
2024-09,PRV-012,Bastide,SIZE_TOO_SMALL,13
2024-09,PRV-012,Camargue,CHANGED_MIND,53
2024-09,PRV-012,Camargue,DAMAGED_IN_TRANSIT,2
2024-09,PRV-012,Camargue,NOT_AS_PICTURED,25
2024-09,PRV-012,Camargue,QUALITY_ISSUE,7
2024-09,PRV-012,Camargue,SIZE_TOO_LARGE,19
2024-09,PRV-012,Camargue,SIZE_TOO_SMALL,29
2024-09,PRV-012,Riviera,CHANGED_MIND,51
2024-09,PRV-012,Riviera,DAMAGED_IN_TRANSIT,2
2024-09,PRV-012,Riviera,NOT_AS_PICTURED,24
2024-09,PRV-012,Riviera,QUALITY_ISSUE,8
2024-09,PRV-012,Riviera,SIZE_TOO_LARGE,18
2024-09,PRV-012,Riviera,SIZE_TOO_SMALL,28
2024-09,PRV-013,Depot,CHANGED_MIND,83
2024-09,PRV-013,Depot,DAMAGED_IN_TRANSIT,6
2024-09,PRV-013,Depot,NOT_AS_PICTURED,23
2024-09,PRV-013,Depot,QUALITY_ISSUE,16
2024-09,PRV-013,Depot,SIZE_TOO_LARGE,37
2024-09,PRV-013,Depot,SIZE_TOO_SMALL,29
2024-09,PRV-013,Southside,CHANGED_MIND,95
2024-09,PRV-013,Southside,DAMAGED_IN_TRANSIT,7
2024-09,PRV-013,Southside,NOT_AS_PICTURED,26
2024-09,PRV-013,Southside,QUALITY_ISSUE,17
2024-09,PRV-013,Southside,SIZE_TOO_LARGE,41
2024-09,PRV-013,Southside,SIZE_TOO_SMALL,33
2024-09,PRV-013,Union,CHANGED_MIND,44
2024-09,PRV-013,Union,DAMAGED_IN_TRANSIT,4
2024-09,PRV-013,Union,NOT_AS_PICTURED,12
2024-09,PRV-013,Union,QUALITY_ISSUE,8
2024-09,PRV-013,Union,SIZE_TOO_LARGE,20
2024-09,PRV-013,Union,SIZE_TOO_SMALL,15
2024-09,PRV-014,Hygge,CHANGED_MIND,35
2024-09,PRV-014,Hygge,DAMAGED_IN_TRANSIT,1
2024-09,PRV-014,Hygge,NOT_AS_PICTURED,8
2024-09,PRV-014,Hygge,QUALITY_ISSUE,6
2024-09,PRV-014,Hygge,SIZE_TOO_LARGE,17
2024-09,PRV-014,Hygge,SIZE_TOO_SMALL,9
2024-09,PRV-014,Morgen,CHANGED_MIND,20
2024-09,PRV-014,Morgen,DAMAGED_IN_TRANSIT,2
2024-09,PRV-014,Morgen,NOT_AS_PICTURED,4
2024-09,PRV-014,Morgen,QUALITY_ISSUE,3
2024-09,PRV-014,Morgen,SIZE_TOO_LARGE,9
2024-09,PRV-014,Morgen,SIZE_TOO_SMALL,5
2024-09,PRV-014,Stille,CHANGED_MIND,15
2024-09,PRV-014,Stille,DAMAGED_IN_TRANSIT,1
2024-09,PRV-014,Stille,NOT_AS_PICTURED,4
2024-09,PRV-014,Stille,QUALITY_ISSUE,2
2024-09,PRV-014,Stille,SIZE_TOO_LARGE,8
2024-09,PRV-014,Stille,SIZE_TOO_SMALL,4
2024-09,PRV-015,Base,CHANGED_MIND,22
2024-09,PRV-015,Base,DAMAGED_IN_TRANSIT,3
2024-09,PRV-015,Base,NOT_AS_PICTURED,6
2024-09,PRV-015,Base,QUALITY_ISSUE,3
2024-09,PRV-015,Base,SIZE_TOO_LARGE,12
2024-09,PRV-015,Base,SIZE_TOO_SMALL,28
2024-09,PRV-015,Contour,CHANGED_MIND,49
2024-09,PRV-015,Contour,DAMAGED_IN_TRANSIT,2
2024-09,PRV-015,Contour,NOT_AS_PICTURED,15
2024-09,PRV-015,Contour,QUALITY_ISSUE,8
2024-09,PRV-015,Contour,SIZE_TOO_LARGE,29
2024-09,PRV-015,Contour,SIZE_TOO_SMALL,64
2024-09,PRV-015,Second Skin,CHANGED_MIND,28
2024-09,PRV-015,Second Skin,NOT_AS_PICTURED,8
2024-09,PRV-015,Second Skin,QUALITY_ISSUE,5
2024-09,PRV-015,Second Skin,SIZE_TOO_LARGE,16
2024-09,PRV-015,Second Skin,SIZE_TOO_SMALL,35
2024-10,PRV-001,Adicolor,CHANGED_MIND,132
2024-10,PRV-001,Adicolor,DAMAGED_IN_TRANSIT,4
2024-10,PRV-001,Adicolor,NOT_AS_PICTURED,14
2024-10,PRV-001,Adicolor,QUALITY_ISSUE,11
2024-10,PRV-001,Adicolor,SIZE_TOO_LARGE,29
2024-10,PRV-001,Adicolor,SIZE_TOO_SMALL,38
2024-10,PRV-001,Own the Run,CHANGED_MIND,54
2024-10,PRV-001,Own the Run,DAMAGED_IN_TRANSIT,3
2024-10,PRV-001,Own the Run,NOT_AS_PICTURED,6
2024-10,PRV-001,Own the Run,QUALITY_ISSUE,4
2024-10,PRV-001,Own the Run,SIZE_TOO_LARGE,12
2024-10,PRV-001,Own the Run,SIZE_TOO_SMALL,15
2024-10,PRV-001,Terrex,CHANGED_MIND,66
2024-10,PRV-001,Terrex,NOT_AS_PICTURED,7
2024-10,PRV-001,Terrex,QUALITY_ISSUE,7
2024-10,PRV-001,Terrex,SIZE_TOO_LARGE,15
2024-10,PRV-001,Terrex,SIZE_TOO_SMALL,19
2024-10,PRV-001,Tiro,CHANGED_MIND,91
2024-10,PRV-001,Tiro,DAMAGED_IN_TRANSIT,3
2024-10,PRV-001,Tiro,NOT_AS_PICTURED,10
2024-10,PRV-001,Tiro,QUALITY_ISSUE,7
2024-10,PRV-001,Tiro,SIZE_TOO_LARGE,20
2024-10,PRV-001,Tiro,SIZE_TOO_SMALL,26
2024-10,PRV-001,Ultraboost,CHANGED_MIND,76
2024-10,PRV-001,Ultraboost,DAMAGED_IN_TRANSIT,3
2024-10,PRV-001,Ultraboost,NOT_AS_PICTURED,8
2024-10,PRV-001,Ultraboost,QUALITY_ISSUE,7
2024-10,PRV-001,Ultraboost,SIZE_TOO_LARGE,17
2024-10,PRV-001,Ultraboost,SIZE_TOO_SMALL,21
2024-10,PRV-001,Z.N.E.,CHANGED_MIND,132
2024-10,PRV-001,Z.N.E.,DAMAGED_IN_TRANSIT,5
2024-10,PRV-001,Z.N.E.,NOT_AS_PICTURED,14
2024-10,PRV-001,Z.N.E.,QUALITY_ISSUE,11
2024-10,PRV-001,Z.N.E.,SIZE_TOO_LARGE,30
2024-10,PRV-001,Z.N.E.,SIZE_TOO_SMALL,37
2024-10,PRV-002,Basico,CHANGED_MIND,79
2024-10,PRV-002,Basico,DAMAGED_IN_TRANSIT,15
2024-10,PRV-002,Basico,NOT_AS_PICTURED,75
2024-10,PRV-002,Basico,QUALITY_ISSUE,83
2024-10,PRV-002,Basico,SIZE_TOO_LARGE,35
2024-10,PRV-002,Basico,SIZE_TOO_SMALL,95
2024-10,PRV-002,Basico,WRONG_ITEM_SENT,13
2024-10,PRV-002,Neroluce,CHANGED_MIND,97
2024-10,PRV-002,Neroluce,DAMAGED_IN_TRANSIT,20
2024-10,PRV-002,Neroluce,NOT_AS_PICTURED,92
2024-10,PRV-002,Neroluce,QUALITY_ISSUE,103
2024-10,PRV-002,Neroluce,SIZE_TOO_LARGE,44
2024-10,PRV-002,Neroluce,SIZE_TOO_SMALL,117
2024-10,PRV-002,Neroluce,WRONG_ITEM_SENT,15
2024-10,PRV-002,Notte,CHANGED_MIND,164
2024-10,PRV-002,Notte,DAMAGED_IN_TRANSIT,33
2024-10,PRV-002,Notte,NOT_AS_PICTURED,157
2024-10,PRV-002,Notte,QUALITY_ISSUE,173
2024-10,PRV-002,Notte,SIZE_TOO_LARGE,75
2024-10,PRV-002,Notte,SIZE_TOO_SMALL,198
2024-10,PRV-002,Notte,WRONG_ITEM_SENT,23
2024-10,PRV-002,Sabbia,CHANGED_MIND,216
2024-10,PRV-002,Sabbia,DAMAGED_IN_TRANSIT,44
2024-10,PRV-002,Sabbia,NOT_AS_PICTURED,203
2024-10,PRV-002,Sabbia,QUALITY_ISSUE,225
2024-10,PRV-002,Sabbia,SIZE_TOO_LARGE,97
2024-10,PRV-002,Sabbia,SIZE_TOO_SMALL,259
2024-10,PRV-002,Sabbia,WRONG_ITEM_SENT,29
2024-10,PRV-002,Vetro,CHANGED_MIND,114
2024-10,PRV-002,Vetro,DAMAGED_IN_TRANSIT,23
2024-10,PRV-002,Vetro,NOT_AS_PICTURED,108
2024-10,PRV-002,Vetro,QUALITY_ISSUE,200
2024-10,PRV-002,Vetro,SIZE_TOO_LARGE,51
2024-10,PRV-002,Vetro,SIZE_TOO_SMALL,137
2024-10,PRV-002,Vetro,WRONG_ITEM_SENT,18
2024-10,PRV-003,Fjell,CHANGED_MIND,93
2024-10,PRV-003,Fjell,DAMAGED_IN_TRANSIT,4
2024-10,PRV-003,Fjell,NOT_AS_PICTURED,15
2024-10,PRV-003,Fjell,QUALITY_ISSUE,11
2024-10,PRV-003,Fjell,SIZE_TOO_LARGE,30
2024-10,PRV-003,Fjell,SIZE_TOO_SMALL,25
2024-10,PRV-003,Havn,CHANGED_MIND,64
2024-10,PRV-003,Havn,DAMAGED_IN_TRANSIT,2
2024-10,PRV-003,Havn,NOT_AS_PICTURED,10
2024-10,PRV-003,Havn,QUALITY_ISSUE,8
2024-10,PRV-003,Havn,SIZE_TOO_LARGE,20
2024-10,PRV-003,Havn,SIZE_TOO_SMALL,18
2024-10,PRV-003,Linje,CHANGED_MIND,83
2024-10,PRV-003,Linje,DAMAGED_IN_TRANSIT,6
2024-10,PRV-003,Linje,NOT_AS_PICTURED,12
2024-10,PRV-003,Linje,QUALITY_ISSUE,8
2024-10,PRV-003,Linje,SIZE_TOO_LARGE,26
2024-10,PRV-003,Linje,SIZE_TOO_SMALL,22
2024-10,PRV-003,Sten,CHANGED_MIND,67
2024-10,PRV-003,Sten,DAMAGED_IN_TRANSIT,4
2024-10,PRV-003,Sten,NOT_AS_PICTURED,10
2024-10,PRV-003,Sten,QUALITY_ISSUE,7
2024-10,PRV-003,Sten,SIZE_TOO_LARGE,21
2024-10,PRV-003,Sten,SIZE_TOO_SMALL,18
2024-10,PRV-004,Atelier,CHANGED_MIND,6
2024-10,PRV-004,Atelier,DAMAGED_IN_TRANSIT,2
2024-10,PRV-004,Atelier,SIZE_TOO_LARGE,1
2024-10,PRV-004,Atelier,SIZE_TOO_SMALL,1
2024-10,PRV-004,Rive Gauche,CHANGED_MIND,24
2024-10,PRV-004,Rive Gauche,DAMAGED_IN_TRANSIT,7
2024-10,PRV-004,Rive Gauche,NOT_AS_PICTURED,3
2024-10,PRV-004,Rive Gauche,SIZE_TOO_LARGE,5
2024-10,PRV-004,Rive Gauche,SIZE_TOO_SMALL,5
2024-10,PRV-004,Sainte-Claire,CHANGED_MIND,4
2024-10,PRV-004,Sainte-Claire,DAMAGED_IN_TRANSIT,1
2024-10,PRV-004,Sainte-Claire,SIZE_TOO_LARGE,1
2024-10,PRV-004,Sainte-Claire,SIZE_TOO_SMALL,1
2024-10,PRV-005,Everyday,CHANGED_MIND,82
2024-10,PRV-005,Everyday,DAMAGED_IN_TRANSIT,3
2024-10,PRV-005,Everyday,NOT_AS_PICTURED,11
2024-10,PRV-005,Everyday,QUALITY_ISSUE,7
2024-10,PRV-005,Everyday,SIZE_TOO_LARGE,24
2024-10,PRV-005,Everyday,SIZE_TOO_SMALL,27
2024-10,PRV-005,Organic Core,CHANGED_MIND,82
2024-10,PRV-005,Organic Core,DAMAGED_IN_TRANSIT,2
2024-10,PRV-005,Organic Core,NOT_AS_PICTURED,12
2024-10,PRV-005,Organic Core,QUALITY_ISSUE,8
2024-10,PRV-005,Organic Core,SIZE_TOO_LARGE,24
2024-10,PRV-005,Organic Core,SIZE_TOO_SMALL,25
2024-10,PRV-005,Reworn,CHANGED_MIND,77
2024-10,PRV-005,Reworn,DAMAGED_IN_TRANSIT,1
2024-10,PRV-005,Reworn,NOT_AS_PICTURED,11
2024-10,PRV-005,Reworn,QUALITY_ISSUE,7
2024-10,PRV-005,Reworn,SIZE_TOO_LARGE,21
2024-10,PRV-005,Reworn,SIZE_TOO_SMALL,24
2024-10,PRV-006,Alpino,CHANGED_MIND,36
2024-10,PRV-006,Alpino,DAMAGED_IN_TRANSIT,1
2024-10,PRV-006,Alpino,LATE_DELIVERY,3
2024-10,PRV-006,Alpino,NOT_AS_PICTURED,7
2024-10,PRV-006,Alpino,QUALITY_ISSUE,6
2024-10,PRV-006,Alpino,SIZE_TOO_LARGE,14
2024-10,PRV-006,Alpino,SIZE_TOO_SMALL,16
2024-10,PRV-006,Corso,CHANGED_MIND,54
2024-10,PRV-006,Corso,DAMAGED_IN_TRANSIT,2
2024-10,PRV-006,Corso,LATE_DELIVERY,3
2024-10,PRV-006,Corso,NOT_AS_PICTURED,10
2024-10,PRV-006,Corso,QUALITY_ISSUE,8
2024-10,PRV-006,Corso,SIZE_TOO_LARGE,18
2024-10,PRV-006,Corso,SIZE_TOO_SMALL,23
2024-10,PRV-006,Filo,CHANGED_MIND,41
2024-10,PRV-006,Filo,DAMAGED_IN_TRANSIT,1
2024-10,PRV-006,Filo,LATE_DELIVERY,3
2024-10,PRV-006,Filo,NOT_AS_PICTURED,8
2024-10,PRV-006,Filo,QUALITY_ISSUE,7
2024-10,PRV-006,Filo,SIZE_TOO_LARGE,15
2024-10,PRV-006,Filo,SIZE_TOO_SMALL,18
2024-10,PRV-007,Feldjacke,CHANGED_MIND,53
2024-10,PRV-007,Feldjacke,DAMAGED_IN_TRANSIT,2
2024-10,PRV-007,Feldjacke,LATE_DELIVERY,4
2024-10,PRV-007,Feldjacke,NOT_AS_PICTURED,20
