month,product_id,provider_id,review_count,avg_rating
2025-02,SKU-001-006,PRV-001,11,4.34
2025-02,SKU-001-007,PRV-001,13,4.42
2025-02,SKU-001-008,PRV-001,16,4.4
2025-02,SKU-001-009,PRV-001,44,4.43
2025-02,SKU-001-010,PRV-001,10,4.4
2025-02,SKU-001-011,PRV-001,14,4.79
2025-02,SKU-001-012,PRV-001,2,4.42
2025-02,SKU-001-013,PRV-001,4,4.56
2025-02,SKU-001-014,PRV-001,23,4.34
2025-02,SKU-001-015,PRV-001,35,4.43
2025-02,SKU-001-017,PRV-001,13,4.39
2025-02,SKU-001-018,PRV-001,4,4.35
2025-02,SKU-001-019,PRV-001,16,4.35
2025-02,SKU-001-020,PRV-001,31,4.24
2025-02,SKU-001-022,PRV-001,2,4.39
2025-02,SKU-001-023,PRV-001,7,4.3
2025-02,SKU-001-024,PRV-001,29,4.59
2025-02,SKU-001-027,PRV-001,2,4.48
2025-02,SKU-001-028,PRV-001,19,4.51
2025-02,SKU-001-029,PRV-001,2,4.38
2025-02,SKU-001-031,PRV-001,3,4.52
2025-02,SKU-001-033,PRV-001,16,4.62
2025-03,SKU-001-001,PRV-001,21,4.4
2025-03,SKU-001-002,PRV-001,9,4.4
2025-03,SKU-001-003,PRV-001,13,4.47
2025-03,SKU-001-004,PRV-001,16,4.51
2025-03,SKU-001-005,PRV-001,22,4.51
2025-03,SKU-001-006,PRV-001,25,4.45
2025-03,SKU-001-007,PRV-001,8,4.32
2025-03,SKU-001-008,PRV-001,15,4.56
2025-03,SKU-001-009,PRV-001,32,4.46
2025-03,SKU-001-010,PRV-001,7,4.52
2025-03,SKU-001-011,PRV-001,16,4.38
2025-03,SKU-001-012,PRV-001,7,4.39
2025-03,SKU-001-013,PRV-001,5,4.48
2025-03,SKU-001-014,PRV-001,25,4.35
2025-03,SKU-001-015,PRV-001,28,4.37
2025-03,SKU-001-017,PRV-001,29,4.45
2025-03,SKU-001-018,PRV-001,3,4.38
2025-03,SKU-001-019,PRV-001,7,4.39
2025-03,SKU-001-020,PRV-001,24,4.6
2025-03,SKU-001-022,PRV-001,7,4.57
2025-03,SKU-001-023,PRV-001,8,4.44
2025-03,SKU-001-024,PRV-001,37,4.48
2025-03,SKU-001-027,PRV-001,3,4.48
2025-03,SKU-001-028,PRV-001,18,4.45
2025-03,SKU-001-029,PRV-001,7,4.55
2025-03,SKU-001-031,PRV-001,3,4.49
2025-03,SKU-001-033,PRV-001,18,4.57
2025-04,SKU-001-001,PRV-001,13,4.43
2025-04,SKU-001-002,PRV-001,11,4.31
2025-04,SKU-001-003,PRV-001,6,4.59
2025-04,SKU-001-004,PRV-001,16,4.55
2025-04,SKU-001-005,PRV-001,12,4.52
2025-04,SKU-001-006,PRV-001,8,4.5
2025-04,SKU-001-007,PRV-001,9,4.62
2025-04,SKU-001-008,PRV-001,46,4.6
2025-04,SKU-001-009,PRV-001,17,4.48
2025-04,SKU-001-010,PRV-001,6,4.32
2025-04,SKU-001-011,PRV-001,27,4.45
2025-04,SKU-001-012,PRV-001,15,4.58
2025-04,SKU-001-013,PRV-001,8,4.44
2025-04,SKU-001-014,PRV-001,33,4.46
2025-04,SKU-001-015,PRV-001,30,4.44
2025-04,SKU-001-017,PRV-001,13,4.54
2025-04,SKU-001-018,PRV-001,3,4.69
2025-04,SKU-001-019,PRV-001,13,4.49
2025-04,SKU-001-020,PRV-001,9,4.58
2025-04,SKU-001-022,PRV-001,4,4.47
2025-04,SKU-001-023,PRV-001,16,4.36
2025-04,SKU-001-024,PRV-001,14,4.53
2025-04,SKU-001-027,PRV-001,3,4.55
2025-04,SKU-001-028,PRV-001,16,4.5
2025-04,SKU-001-029,PRV-001,6,4.58
2025-04,SKU-001-031,PRV-001,5,4.37
2025-04,SKU-001-033,PRV-001,16,4.37
2025-05,SKU-001-001,PRV-001,20,4.49
2025-05,SKU-001-002,PRV-001,8,4.65
2025-05,SKU-001-003,PRV-001,6,4.49
2025-05,SKU-001-004,PRV-001,33,4.54
2025-05,SKU-001-005,PRV-001,28,4.59
2025-05,SKU-001-006,PRV-001,26,4.59
2025-05,SKU-001-007,PRV-001,7,4.52
2025-05,SKU-001-008,PRV-001,40,4.36
2025-05,SKU-001-009,PRV-001,37,4.4
2025-05,SKU-001-010,PRV-001,5,4.48
2025-05,SKU-001-011,PRV-001,25,4.55
2025-05,SKU-001-012,PRV-001,14,4.53
2025-05,SKU-001-013,PRV-001,4,4.59
2025-05,SKU-001-014,PRV-001,13,4.6
2025-05,SKU-001-015,PRV-001,27,4.66
2025-05,SKU-001-017,PRV-001,26,4.42
2025-05,SKU-001-018,PRV-001,5,4.65
2025-05,SKU-001-019,PRV-001,11,4.47
2025-05,SKU-001-020,PRV-001,11,4.33
2025-05,SKU-001-022,PRV-001,3,4.5
2025-05,SKU-001-023,PRV-001,17,4.32
2025-05,SKU-001-024,PRV-001,10,4.42
2025-05,SKU-001-025,PRV-001,2,4.47
2025-05,SKU-001-027,PRV-001,3,4.45
2025-05,SKU-001-028,PRV-001,22,4.44
2025-05,SKU-001-029,PRV-001,2,4.44
2025-05,SKU-001-031,PRV-001,3,4.26
2025-05,SKU-001-033,PRV-001,21,4.4
2025-06,SKU-001-001,PRV-001,6,4.51
2025-06,SKU-001-002,PRV-001,4,4.42
2025-06,SKU-001-003,PRV-001,13,4.48
2025-06,SKU-001-004,PRV-001,11,4.5
2025-06,SKU-001-005,PRV-001,24,4.42
2025-06,SKU-001-006,PRV-001,13,4.59
2025-06,SKU-001-007,PRV-001,10,4.42
2025-06,SKU-001-008,PRV-001,21,4.58
2025-06,SKU-001-009,PRV-001,33,4.32
2025-06,SKU-001-010,PRV-001,13,4.4
2025-06,SKU-001-011,PRV-001,5,4.53
2025-06,SKU-001-012,PRV-001,7,4.49
2025-06,SKU-001-013,PRV-001,11,4.54
2025-06,SKU-001-014,PRV-001,12,4.58
2025-06,SKU-001-015,PRV-001,15,4.39
2025-06,SKU-001-017,PRV-001,15,4.48
2025-06,SKU-001-018,PRV-001,5,4.53
2025-06,SKU-001-019,PRV-001,11,4.46
2025-06,SKU-001-020,PRV-001,14,4.57
2025-06,SKU-001-022,PRV-001,6,4.65
2025-06,SKU-001-023,PRV-001,17,4.51
2025-06,SKU-001-024,PRV-001,25,4.38
2025-06,SKU-001-025,PRV-001,4,4.47
2025-06,SKU-001-027,PRV-001,2,4.48
2025-06,SKU-001-028,PRV-001,34,4.43
2025-06,SKU-001-029,PRV-001,5,4.5
2025-06,SKU-001-031,PRV-001,8,4.51
2025-06,SKU-001-033,PRV-001,19,4.57
2025-07,SKU-001-001,PRV-001,19,4.63
2025-07,SKU-001-002,PRV-001,8,4.36
2025-07,SKU-001-003,PRV-001,11,4.52
2025-07,SKU-001-004,PRV-001,16,4.43
2025-07,SKU-001-005,PRV-001,31,4.73
2025-07,SKU-001-006,PRV-001,8,4.46
2025-07,SKU-001-007,PRV-001,8,4.53
2025-07,SKU-001-008,PRV-001,44,4.31
2025-07,SKU-001-009,PRV-001,14,4.47
2025-07,SKU-001-010,PRV-001,9,4.48
2025-07,SKU-001-011,PRV-001,14,4.71
2025-07,SKU-001-012,PRV-001,5,4.58
2025-07,SKU-001-013,PRV-001,5,4.53
2025-07,SKU-001-014,PRV-001,17,4.47
2025-07,SKU-001-015,PRV-001,25,4.48
2025-07,SKU-001-017,PRV-001,20,4.34
2025-07,SKU-001-018,PRV-001,3,4.5
2025-07,SKU-001-019,PRV-001,7,4.28
2025-07,SKU-001-020,PRV-001,18,4.39
2025-07,SKU-001-022,PRV-001,3,4.44
2025-07,SKU-001-023,PRV-001,10,4.5
2025-07,SKU-001-024,PRV-001,23,4.62
2025-07,SKU-001-025,PRV-001,4,4.41
2025-07,SKU-001-027,PRV-001,2,4.48
2025-07,SKU-001-028,PRV-001,17,4.55
2025-07,SKU-001-029,PRV-001,4,4.32
2025-07,SKU-001-031,PRV-001,5,4.42
2025-07,SKU-001-032,PRV-001,3,4.43
2025-07,SKU-001-033,PRV-001,38,4.42
2025-08,SKU-001-001,PRV-001,12,4.39
2025-08,SKU-001-002,PRV-001,6,4.66
2025-08,SKU-001-003,PRV-001,8,4.47
2025-08,SKU-001-004,PRV-001,9,4.5
2025-08,SKU-001-005,PRV-001,47,4.4
2025-08,SKU-001-006,PRV-001,16,4.3
2025-08,SKU-001-007,PRV-001,5,4.58
2025-08,SKU-001-008,PRV-001,32,4.53
2025-08,SKU-001-009,PRV-001,37,4.37
2025-08,SKU-001-010,PRV-001,13,4.59
2025-08,SKU-001-011,PRV-001,13,4.37
2025-08,SKU-001-012,PRV-001,7,4.49
2025-08,SKU-001-013,PRV-001,4,4.45
2025-08,SKU-001-014,PRV-001,31,4.32
2025-08,SKU-001-015,PRV-001,49,4.5
2025-08,SKU-001-017,PRV-001,8,4.41
2025-08,SKU-001-018,PRV-001,2,4.4
2025-08,SKU-001-019,PRV-001,12,4.42
2025-08,SKU-001-020,PRV-001,23,4.56
2025-08,SKU-001-022,PRV-001,4,4.44
2025-08,SKU-001-023,PRV-001,20,4.39
2025-08,SKU-001-024,PRV-001,11,4.59
2025-08,SKU-001-025,PRV-001,5,4.43
2025-08,SKU-001-027,PRV-001,5,4.57
2025-08,SKU-001-028,PRV-001,17,4.4
2025-08,SKU-001-029,PRV-001,6,4.55
2025-08,SKU-001-031,PRV-001,3,4.65
2025-08,SKU-001-032,PRV-001,4,4.63
2025-08,SKU-001-033,PRV-001,23,4.44
2025-09,SKU-001-001,PRV-001,13,4.56
2025-09,SKU-001-002,PRV-001,17,4.57
2025-09,SKU-001-003,PRV-001,9,4.64
2025-09,SKU-001-004,PRV-001,28,4.5
2025-09,SKU-001-005,PRV-001,48,4.73
2025-09,SKU-001-006,PRV-001,24,4.51
2025-09,SKU-001-007,PRV-001,6,4.55
2025-09,SKU-001-008,PRV-001,40,4.53
2025-09,SKU-001-009,PRV-001,29,4.46
2025-09,SKU-001-010,PRV-001,17,4.43
2025-09,SKU-001-011,PRV-001,12,4.42
2025-09,SKU-001-012,PRV-001,8,4.54
2025-09,SKU-001-013,PRV-001,4,4.49
2025-09,SKU-001-014,PRV-001,13,4.34
2025-09,SKU-001-015,PRV-001,29,4.38
2025-09,SKU-001-017,PRV-001,33,4.39
2025-09,SKU-001-018,PRV-001,3,4.52
2025-09,SKU-001-019,PRV-001,21,4.57
2025-09,SKU-001-020,PRV-001,24,4.46
2025-09,SKU-001-022,PRV-001,6,4.46
2025-09,SKU-001-023,PRV-001,23,4.54
2025-09,SKU-001-024,PRV-001,25,4.58
2025-09,SKU-001-025,PRV-001,7,4.37
2025-09,SKU-001-027,PRV-001,5,4.45
2025-09,SKU-001-028,PRV-001,22,4.45
2025-09,SKU-001-029,PRV-001,7,4.49
2025-09,SKU-001-031,PRV-001,7,4.57
2025-09,SKU-001-032,PRV-001,5,4.5
2025-09,SKU-001-033,PRV-001,43,4.34
2025-10,SKU-001-001,PRV-001,23,4.57
2025-10,SKU-001-002,PRV-001,8,4.43
2025-10,SKU-001-003,PRV-001,11,4.55
2025-10,SKU-001-004,PRV-001,32,4.4
2025-10,SKU-001-005,PRV-001,63,4.64
2025-10,SKU-001-006,PRV-001,15,4.44
2025-10,SKU-001-007,PRV-001,5,4.43
2025-10,SKU-001-008,PRV-001,18,4.49
2025-10,SKU-001-009,PRV-001,46,4.52
2025-10,SKU-001-010,PRV-001,6,4.28
2025-10,SKU-001-011,PRV-001,29,4.57
2025-10,SKU-001-012,PRV-001,9,4.46
2025-10,SKU-001-013,PRV-001,9,4.38
2025-10,SKU-001-014,PRV-001,34,4.52
2025-10,SKU-001-015,PRV-001,21,4.63
2025-10,SKU-001-017,PRV-001,29,4.38
2025-10,SKU-001-018,PRV-001,2,4.38
2025-10,SKU-001-019,PRV-001,10,4.4
2025-10,SKU-001-020,PRV-001,31,4.58
2025-10,SKU-001-022,PRV-001,3,4.56
2025-10,SKU-001-023,PRV-001,8,4.65
2025-10,SKU-001-024,PRV-001,21,4.54
2025-10,SKU-001-025,PRV-001,8,4.59
2025-10,SKU-001-027,PRV-001,5,4.44
2025-10,SKU-001-028,PRV-001,35,4.41
2025-10,SKU-001-029,PRV-001,4,4.49
2025-10,SKU-001-031,PRV-001,4,4.6
2025-10,SKU-001-032,PRV-001,10,4.52
2025-10,SKU-001-033,PRV-001,20,4.61
2025-11,SKU-001-001,PRV-001,16,4.44
2025-11,SKU-001-002,PRV-001,20,4.63
2025-11,SKU-001-003,PRV-001,19,4.51
2025-11,SKU-001-004,PRV-001,46,4.47
2025-11,SKU-001-005,PRV-001,61,4.48
2025-11,SKU-001-006,PRV-001,25,4.53
2025-11,SKU-001-007,PRV-001,7,4.52
2025-11,SKU-001-008,PRV-001,39,4.53
2025-11,SKU-001-009,PRV-001,29,4.56
2025-11,SKU-001-010,PRV-001,9,4.61
2025-11,SKU-001-011,PRV-001,26,4.37
2025-11,SKU-001-012,PRV-001,18,4.5
2025-11,SKU-001-013,PRV-001,8,4.48
2025-11,SKU-001-014,PRV-001,36,4.47
2025-11,SKU-001-015,PRV-001,65,4.64
2025-11,SKU-001-016,PRV-001,3,4.46
2025-11,SKU-001-017,PRV-001,33,4.47
2025-11,SKU-001-018,PRV-001,7,4.59
2025-11,SKU-001-019,PRV-001,11,4.47
2025-11,SKU-001-020,PRV-001,22,4.51
2025-11,SKU-001-022,PRV-001,6,4.45
2025-11,SKU-001-023,PRV-001,9,4.54
2025-11,SKU-001-024,PRV-001,24,4.43
2025-11,SKU-001-025,PRV-001,5,4.61
2025-11,SKU-001-026,PRV-001,7,4.44
2025-11,SKU-001-027,PRV-001,8,4.49
2025-11,SKU-001-028,PRV-001,35,4.76
2025-11,SKU-001-029,PRV-001,8,4.52
2025-11,SKU-001-031,PRV-001,6,4.6
2025-11,SKU-001-032,PRV-001,9,4.43
2025-11,SKU-001-033,PRV-001,21,4.67
2025-11,SKU-001-034,PRV-001,5,4.51
2025-12,SKU-001-001,PRV-001,13,4.45
2025-12,SKU-001-002,PRV-001,10,4.46
2025-12,SKU-001-003,PRV-001,11,4.33
2025-12,SKU-001-004,PRV-001,42,4.54
2025-12,SKU-001-005,PRV-001,41,4.55
2025-12,SKU-001-006,PRV-001,21,4.57
2025-12,SKU-001-007,PRV-001,10,4.66
2025-12,SKU-001-008,PRV-001,29,4.52
2025-12,SKU-001-009,PRV-001,47,4.43
2025-12,SKU-001-010,PRV-001,5,4.58
2025-12,SKU-001-011,PRV-001,17,4.61
2025-12,SKU-001-012,PRV-001,10,4.42
2025-12,SKU-001-013,PRV-001,7,4.47
2025-12,SKU-001-014,PRV-001,31,4.65
2025-12,SKU-001-015,PRV-001,60,4.6
2025-12,SKU-001-016,PRV-001,5,4.43
2025-12,SKU-001-017,PRV-001,26,4.56
2025-12,SKU-001-018,PRV-001,7,4.48
2025-12,SKU-001-019,PRV-001,22,4.64
2025-12,SKU-001-020,PRV-001,17,4.63
2025-12,SKU-001-022,PRV-001,6,4.54
2025-12,SKU-001-023,PRV-001,14,4.45
2025-12,SKU-001-024,PRV-001,24,4.42
2025-12,SKU-001-025,PRV-001,5,4.48
2025-12,SKU-001-026,PRV-001,9,4.46
2025-12,SKU-001-027,PRV-001,7,4.36
2025-12,SKU-001-028,PRV-001,42,4.49
2025-12,SKU-001-029,PRV-001,6,4.42
2025-12,SKU-001-031,PRV-001,5,4.34
2025-12,SKU-001-032,PRV-001,14,4.52
2025-12,SKU-001-033,PRV-001,15,4.51
2025-12,SKU-001-034,PRV-001,8,4.61
2026-01,SKU-001-001,PRV-001,38,4.52
2026-01,SKU-001-002,PRV-001,12,4.5
2026-01,SKU-001-003,PRV-001,13,4.34
2026-01,SKU-001-004,PRV-001,60,4.61
2026-01,SKU-001-005,PRV-001,67,4.54
2026-01,SKU-001-006,PRV-001,13,4.38
2026-01,SKU-001-007,PRV-001,7,4.63
2026-01,SKU-001-008,PRV-001,32,4.46
2026-01,SKU-001-009,PRV-001,54,4.64
2026-01,SKU-001-010,PRV-001,17,4.41
2026-01,SKU-001-011,PRV-001,22,4.43
2026-01,SKU-001-012,PRV-001,9,4.5
2026-01,SKU-001-013,PRV-001,9,4.45
2026-01,SKU-001-014,PRV-001,50,4.5
2026-01,SKU-001-015,PRV-001,39,4.7
2026-01,SKU-001-016,PRV-001,13,4.33
2026-01,SKU-001-017,PRV-001,27,4.34
2026-01,SKU-001-018,PRV-001,6,4.54
2026-01,SKU-001-019,PRV-001,23,4.54
2026-01,SKU-001-020,PRV-001,25,4.7
2026-01,SKU-001-021,PRV-001,7,4.67
2026-01,SKU-001-022,PRV-001,6,4.54
2026-01,SKU-001-023,PRV-001,9,4.4
2026-01,SKU-001-024,PRV-001,54,4.43
2026-01,SKU-001-025,PRV-001,12,4.5
2026-01,SKU-001-026,PRV-001,13,4.56
2026-01,SKU-001-027,PRV-001,6,4.42
2026-01,SKU-001-028,PRV-001,57,4.42
2026-01,SKU-001-029,PRV-001,9,4.47
2026-01,SKU-001-031,PRV-001,5,4.68
2026-01,SKU-001-032,PRV-001,16,4.4
2026-01,SKU-001-033,PRV-001,67,4.51
2026-01,SKU-001-034,PRV-001,8,4.5
2026-02,SKU-001-001,PRV-001,27,4.46
2026-02,SKU-001-002,PRV-001,19,4.39
2026-02,SKU-001-003,PRV-001,19,4.54
2026-02,SKU-001-004,PRV-001,17,4.53
2026-02,SKU-001-005,PRV-001,55,4.58
2026-02,SKU-001-006,PRV-001,23,4.32
2026-02,SKU-001-007,PRV-001,15,4.52
2026-02,SKU-001-008,PRV-001,65,4.45
2026-02,SKU-001-009,PRV-001,41,4.32
2026-02,SKU-001-010,PRV-001,10,4.31
2026-02,SKU-001-011,PRV-001,8,4.46
2026-02,SKU-001-012,PRV-001,16,4.39
2026-02,SKU-001-013,PRV-001,9,4.5
2026-02,SKU-001-014,PRV-001,32,4.52
2026-02,SKU-001-015,PRV-001,52,4.49
2026-02,SKU-001-016,PRV-001,8,4.6
2026-02,SKU-001-017,PRV-001,24,4.54
2026-02,SKU-001-018,PRV-001,8,4.38
2026-02,SKU-001-019,PRV-001,18,4.42
2026-02,SKU-001-020,PRV-001,40,4.51
2026-02,SKU-001-021,PRV-001,13,4.52
2026-02,SKU-001-022,PRV-001,7,4.53
2026-02,SKU-001-023,PRV-001,21,4.61
2026-02,SKU-001-024,PRV-001,14,4.46
2026-02,SKU-001-025,PRV-001,7,4.39
2026-02,SKU-001-026,PRV-001,11,4.65
2026-02,SKU-001-027,PRV-001,5,4.49
2026-02,SKU-001-028,PRV-001,28,4.52
2026-02,SKU-001-029,PRV-001,9,4.6
2026-02,SKU-001-031,PRV-001,8,4.54
2026-02,SKU-001-032,PRV-001,6,4.52
2026-02,SKU-001-033,PRV-001,48,4.46
2026-02,SKU-001-034,PRV-001,19,4.63
2026-03,SKU-001-001,PRV-001,21,4.48
2026-03,SKU-001-002,PRV-001,7,4.7
2026-03,SKU-001-003,PRV-001,10,4.45
2026-03,SKU-001-004,PRV-001,34,4.5
2026-03,SKU-001-005,PRV-001,61,4.56
2026-03,SKU-001-006,PRV-001,22,4.59
2026-03,SKU-001-007,PRV-001,9,4.51
2026-03,SKU-001-008,PRV-001,46,4.55
2026-03,SKU-001-009,PRV-001,49,4.64
2026-03,SKU-001-010,PRV-001,10,4.47
2026-03,SKU-001-011,PRV-001,18,4.46
2026-03,SKU-001-012,PRV-001,10,4.42
2026-03,SKU-001-013,PRV-001,12,4.46
2026-03,SKU-001-014,PRV-001,21,4.69
2026-03,SKU-001-015,PRV-001,15,4.69
2026-03,SKU-001-016,PRV-001,9,4.35
2026-03,SKU-001-017,PRV-001,15,4.54
2026-03,SKU-001-018,PRV-001,7,4.46
2026-03,SKU-001-019,PRV-001,13,4.4
2026-03,SKU-001-020,PRV-001,26,4.56
2026-03,SKU-001-021,PRV-001,16,4.56
2026-03,SKU-001-022,PRV-001,5,4.37
2026-03,SKU-001-023,PRV-001,20,4.66
2026-03,SKU-001-024,PRV-001,28,4.45
2026-03,SKU-001-025,PRV-001,4,4.52
2026-03,SKU-001-026,PRV-001,8,4.56
2026-03,SKU-001-027,PRV-001,4,4.51
2026-03,SKU-001-028,PRV-001,25,4.66
2026-03,SKU-001-029,PRV-001,9,4.5
2026-03,SKU-001-030,PRV-001,16,4.31
2026-03,SKU-001-031,PRV-001,12,4.48
2026-03,SKU-001-032,PRV-001,11,4.61
2026-03,SKU-001-033,PRV-001,32,4.38
2026-03,SKU-001-034,PRV-001,24,4.68
2026-04,SKU-001-001,PRV-001,23,4.51
2026-04,SKU-001-002,PRV-001,17,4.72
2026-04,SKU-001-003,PRV-001,6,4.61
2026-04,SKU-001-004,PRV-001,29,4.43
2026-04,SKU-001-005,PRV-001,18,4.42
2026-04,SKU-001-006,PRV-001,25,4.43
2026-04,SKU-001-007,PRV-001,15,4.32
2026-04,SKU-001-008,PRV-001,28,4.46
2026-04,SKU-001-009,PRV-001,43,4.47
2026-04,SKU-001-010,PRV-001,13,4.45
2026-04,SKU-001-011,PRV-001,20,4.44
2026-04,SKU-001-012,PRV-001,10,4.45
